dump_addr,size,name,status,confidence,evidence
0x0800FEF0,368,DIGITAL_RAIN,agreed,high,A fuzzy 0.91; B align match; entry=bl; callgraph 4/4; opsim=0.97; gcc13 ref agrees (DIGITAL_RAIN)
0x08010060,268,process_rgb_matrix,agreed,high,B align match; entry=bl; callgraph 4/5; opsim=0.77; gcc13 ref agrees (process_rgb_matrix); A caller-vote agrees (process_rgb_matrix)
0x0801016C,2,rgb_matrix_none_indicators_user,B-only,high,B align match; entry=bl; callgraph 1/1; opsim=1.00
0x0801016E,12,rgb_matrix_none_indicators,agreed,high,A exact-ambiguous 1.00 (ambiguous set resolved by B link-order/callgraph); B align match; entry=bl; callgraph 3/3; opsim=1.00
0x0801017A,4,rgb_matrix_indicators_user,agreed,high,A exact-ambiguous 1.00 (ambiguous set resolved by B link-order/callgraph); B align HOOK-DEFAULT: rgb_matrix_indicators_user (4 B default); match; entry=bl; callgra
0x0801017E,42,rgb_matrix_get_limits,agreed,high,B align match; entry=bl; callgraph 12/12; opsim=0.80; gcc13 ref agrees (rgb_matrix_get_limits); A caller-vote agrees (rgb_matrix_get_limits)
0x080101A8,220,effect_runner_dx_dy_dist,B-only,high,B align match; callgraph 4/4; opsim=0.86; gcc13 ref agrees (effect_runner_dx_dy_dist)
0x08010284,12,BAND_SPIRAL_VAL,agreed,high,A exact-ambiguous 1.00 (ambiguous set resolved by B link-order/callgraph); B align match; entry=bl; callgraph 1/1; opsim=1.00
0x08010290,12,CYCLE_OUT_IN,agreed,high,A exact-ambiguous 1.00 (ambiguous set resolved by B link-order/callgraph); B align match; entry=bl; callgraph 1/1; opsim=1.00
0x0801029C,12,CYCLE_SPIRAL,agreed,high,A exact-ambiguous 1.00 (ambiguous set resolved by B link-order/callgraph); B align match; entry=bl; callgraph 1/1; opsim=1.00
0x080102A8,184,effect_runner_dx_dy,B-only,high,B align match; callgraph 3/3; opsim=0.83; gcc13 ref agrees (effect_runner_dx_dy)
0x08010360,12,CYCLE_OUT_IN_DUAL,agreed,high,A exact-ambiguous 1.00 (ambiguous set resolved by B link-order/callgraph); B align match; entry=bl; callgraph 1/1; opsim=1.00
0x0801036C,12,CYCLE_PINWHEEL,agreed,high,A exact-ambiguous 1.00 (ambiguous set resolved by B link-order/callgraph); B align match; entry=bl; callgraph 1/1; opsim=1.00
0x08010378,152,effect_runner_i,B-only,high,B align match; callgraph 3/3; opsim=0.89; gcc13 ref agrees (effect_runner_i)
0x08010410,12,CYCLE_ALL,agreed,high,A exact-ambiguous 1.00 (ambiguous set resolved by B link-order/callgraph); B align match; entry=bl; callgraph 1/1; opsim=1.00
0x0801041C,12,CYCLE_LEFT_RIGHT,agreed,high,A exact-ambiguous 1.00 (ambiguous set resolved by B link-order/callgraph); B align match; entry=bl; callgraph 1/1; opsim=1.00
0x08010428,12,CYCLE_UP_DOWN,agreed,high,A exact-ambiguous 1.00 (ambiguous set resolved by B link-order/callgraph); B align match; entry=bl; callgraph 1/1; opsim=1.00
0x08010434,12,RAINBOW_MOVING_CHEVRON,agreed,high,A exact-ambiguous 1.00 (ambiguous set resolved by B link-order/callgraph); B align match; entry=bl; callgraph 1/1; opsim=1.00
0x08010440,192,effect_runner_sin_cos_i,B-only,high,B align match; callgraph 4/4; opsim=0.74; gcc13 ref agrees (effect_runner_sin_cos_i)
0x08010500,12,DUAL_BEACON,agreed,high,A exact-ambiguous 1.00 (ambiguous set resolved by B link-order/callgraph); B align match; entry=bl; callgraph 1/1; opsim=1.00
0x0801050C,12,RAINBOW_BEACON,agreed,high,A exact-ambiguous 1.00 (ambiguous set resolved by B link-order/callgraph); B align match; entry=bl; callgraph 1/1; opsim=1.00
0x08010518,224,effect_runner_reactive,B-only,high,B align match; callgraph 3/3; opsim=0.93; gcc13 ref agrees (effect_runner_reactive)
0x080105F8,12,SOLID_REACTIVE_SIMPLE,agreed,high,A exact-ambiguous 1.00 (ambiguous set resolved by B link-order/callgraph); B align match; entry=bl; callgraph 1/1; opsim=1.00
0x08010604,300,effect_runner_reactive_splash,B-only,high,B align match; callgraph 4/5; opsim=0.84; gcc13 ref agrees (effect_runner_reactive_splash)
0x08010730,16,SOLID_REACTIVE_MULTIWIDE,agreed,high,A exact-ambiguous 1.00 (ambiguous set resolved by B link-order/callgraph); B align match; entry=bl; callgraph 1/1; opsim=1.00
0x08010740,16,SOLID_REACTIVE_MULTINEXUS,agreed,high,A exact-ambiguous 1.00 (ambiguous set resolved by B link-order/callgraph); B align match; entry=bl; callgraph 1/1; opsim=1.00
0x08010750,28,SPLASH,agreed,high,A exact-ambiguous 1.00 (ambiguous set resolved by B link-order/callgraph); B align match; entry=bl; callgraph 1/1; opsim=1.00
0x0801076C,28,SOLID_SPLASH,agreed,high,A exact-ambiguous 1.00 (ambiguous set resolved by B link-order/callgraph); B align match; entry=bl; callgraph 1/1; opsim=1.00
0x08010788,116,SOLID_COLOR,B-only,high,B align match; entry=bl; callgraph 4/4; opsim=0.91
0x080107FC,180,BREATHING,B-only,high,B align match; entry=bl; callgraph 5/6; opsim=0.89
0x080108B0,112,JELLYBEAN_RAINDROPS,B-only,high,B align match; entry=bl; callgraph 4/4; opsim=0.90; gcc13 ref agrees (JELLYBEAN_RAINDROPS)
0x08010920,300,TYPING_HEATMAP,B-only,high,B align match; entry=bl; callgraph 7/7; opsim=0.54; gcc13 ref agrees (TYPING_HEATMAP)
0x08010A4C,512,rgb_task_render,agreed,high,B align match; entry=bl; callgraph 29/29; opsim=0.98; A caller-vote agrees (rgb_task_render)
0x08010C4C,8,rgb_matrix_indicators_advanced_kb,agreed,high,A exact-ambiguous 1.00; B align match; entry=bl; callgraph 1/1; opsim=1.00
0x08010C54,28,rgb_matrix_indicators_advanced,agreed,high,A fuzzy 0.90; B align match; callgraph 2/2; opsim=0.90; gcc13 ref agrees (rgb_matrix_indicators_advanced)
0x08010C70,100,rgb_matrix_init,agreed,high,A exact 1.00; B align match; entry=bl; callgraph 6/6; opsim=1.00; gcc13 ref agrees (rgb_matrix_init)
0x08010CD4,32,rgb_matrix_disable_noeeprom,agreed,high,A exact 1.00; B align match; opsim=1.00; gcc13 ref agrees (rgb_matrix_disable_noeeprom)
0x08010CF4,16,rgb_matrix_is_enabled,agreed,high,A exact 1.00; B align match; entry=bl; callgraph 9/9; opsim=1.00; gcc13 ref agrees (rgb_matrix_is_enabled)
0x08010D04,60,rgb_matrix_mode_eeprom_helper,agreed,high,B align match; opsim=0.88; gcc13 ref agrees (rgb_matrix_mode_eeprom_helper); A caller-vote agrees (rgb_matrix_mode_eeprom_helper)
0x08010D40,8,rgb_matrix_mode,agreed,high,A exact 1.00; B align match; entry=bl; callgraph 1/1; opsim=0.80
0x08010D48,28,rgb_matrix_step_helper,B-only,high,B align match; opsim=0.87; gcc13 ref agrees (rgb_matrix_step_helper)
0x08010D64,8,rgb_matrix_step,agreed,medium,A exact-ambiguous 1.00; B align match; entry=ptr; opsim=0.80
0x08010D6C,32,rgb_matrix_step_reverse_helper,agreed,high,A exact 1.00; B align match; opsim=1.00; gcc13 ref agrees (rgb_matrix_step_reverse_helper)
0x08010D8C,8,rgb_matrix_step_reverse,agreed,medium,A exact-ambiguous 1.00; B align match; entry=ptr; opsim=0.80
0x08010D94,36,rgb_matrix_sethsv_eeprom_helper,agreed,high,A fuzzy-anchored 0.80; B align match; entry=bl; callgraph 1/1; opsim=0.86; gcc13 ref agrees (rgb_matrix_sethsv_eeprom_helper)
0x08010DB8,20,rgb_matrix_increase_hue_helper,agreed,high,A exact 1.00; B align match; opsim=1.00; gcc13 ref agrees (rgb_matrix_increase_hue_helper)
0x08010DCC,8,rgb_matrix_increase_hue,agreed,medium,A exact-ambiguous 1.00; B align match; entry=ptr; opsim=0.80
0x08010DD4,28,rgb_matrix_decrease_hue_helper,B-only,high,B align match; opsim=0.86; gcc13 ref agrees (rgb_matrix_decrease_hue_helper)
0x08010DF0,8,rgb_matrix_decrease_hue,agreed,medium,A exact-ambiguous 1.00; B align match; entry=ptr; opsim=0.80
0x08010DF8,36,rgb_matrix_increase_sat_helper,agreed,high,A fuzzy-anchored 0.83; B align match; opsim=0.89; gcc13 ref agrees (rgb_matrix_increase_sat_helper)
0x08010E1C,8,rgb_matrix_increase_sat,agreed,medium,A exact-ambiguous 1.00; B align match; entry=ptr; opsim=0.80
0x08010E24,32,rgb_matrix_decrease_sat_helper,agreed,high,B align match; opsim=0.87; gcc13 ref agrees (rgb_matrix_decrease_sat_helper); A caller-vote agrees (rgb_matrix_decrease_sat_helper)
0x08010E44,8,rgb_matrix_decrease_sat,agreed,medium,A exact-ambiguous 1.00; B align match; entry=ptr; opsim=0.80
0x08010E4C,48,rgb_matrix_increase_val_helper,agreed,high,B merged row 104 B 'rgb_matrix_increase_val_helper+rgb_matrix_toggle_eeprom_helper'; A exact rgb_matrix_toggle_eeprom_helper at 0x08010E7C (56 B) splits it (ref sizes 44/56).
0x08010E7C,56,rgb_matrix_toggle_eeprom_helper,agreed,high,A exact 56 B; second half of B's merged row
0x08010EB4,8,rgb_matrix_toggle,agreed,medium,A exact-ambiguous 1.00; B align match; entry=bl; callgraph 1/1; opsim=0.80
0x08010EBC,52,rgb_matrix_enable_noeeprom,agreed,high,A exact 1.00; B align match; entry=bl; callgraph 2/2; opsim=1.00
0x08010EF0,36,rgb_matrix_enable,agreed,high,A exact 1.00; B align match; entry=bl; callgraph 4/4; opsim=1.00
0x08010F14,8,rgb_matrix_increase_val,agreed,medium,A exact-ambiguous 1.00; B align match; entry=ptr; opsim=0.80
0x08010F1C,56,rgb_matrix_decrease_val_helper,agreed,high,A exact 1.00; B align match; callgraph 1/1; opsim=1.00
0x08010F54,8,rgb_matrix_decrease_val,agreed,medium,A exact-ambiguous 1.00; B align match; entry=ptr; opsim=0.80
0x08010F5C,24,rgb_matrix_increase_speed_helper,agreed,high,A exact 1.00; B align match; opsim=1.00; gcc13 ref agrees (rgb_matrix_increase_speed_helper)
0x08010F74,8,rgb_matrix_increase_speed,agreed,medium,A exact-ambiguous 1.00; B align match; entry=ptr; opsim=0.80
0x08010F7C,20,rgb_matrix_decrease_speed_helper,agreed,high,A exact 1.00; B align match; opsim=1.00; gcc13 ref agrees (rgb_matrix_decrease_speed_helper)
0x08010F90,8,rgb_matrix_decrease_speed,agreed,medium,A exact-ambiguous 1.00; B align match; entry=ptr; opsim=0.80
0x08010F98,12,rgb_matrix_disable_timeout_set,agreed,high,A exact-ambiguous 1.00; B align match; entry=bl; callgraph 2/2; opsim=1.00
0x08010FA4,12,rgb_matrix_disable_time_reset,agreed,high,A exact-ambiguous 1.00; B align match; entry=bl; callgraph 1/1; opsim=1.00
0x08010FB0,28,rgb_matrix_timeouted,agreed,high,A exact 1.00; B align match; entry=bl; callgraph 1/1; opsim=1.00; gcc13 ref agrees (rgb_matrix_timeouted)
0x08010FCC,24,rgb_matrix_driver_shutdown,agreed,high,A exact 1.00; B align match; entry=bl; callgraph 2/2; opsim=1.00; gcc13 ref agrees (rgb_matrix_driver_shutdown)
0x08010FE4,24,rgb_matrix_driver_exit_shutdown,agreed,high,A exact 1.00; B align match; entry=bl; callgraph 2/2; opsim=1.00; gcc13 ref agrees (rgb_matrix_driver_exit_shutdown)
0x08010FFC,12,rgb_matrix_is_driver_shutdown,agreed,high,A exact-ambiguous 1.00; B align match; entry=bl; callgraph 1/1; opsim=1.00
0x08011008,80,rgb_task_flush,agreed,high,A fuzzy 0.94; B align match; entry=bl; callgraph 5/5; opsim=1.00
0x08011058,296,rgb_matrix_task,agreed,high,A fuzzy-anchored 0.82; B align match; entry=bl; callgraph 7/8; opsim=0.86; gcc13 ref agrees (rgb_matrix_task)
0x08011180,32,rgb_matrix_set_suspend_state,agreed,high,A fuzzy-anchored 0.90; B align match; entry=bl; callgraph 3/3; opsim=1.00
0x080111A0,96,snled27351_write,agreed,high,A fuzzy 0.95; B align match; entry=bl; callgraph 7/7; opsim=1.00
0x08011200,24,snled27351_write_register,agreed,high,B align match; entry=bl; callgraph 2/2; opsim=0.88; A caller-vote agrees (snled27351_write_register)
0x08011218,52,snled27351_write_pwm_buffer,agreed,high,B align match; entry=bl; callgraph 2/2; opsim=0.86; A caller-vote agrees (snled27351_write_pwm_buffer)
0x0801124C,236,snled27351_init,agreed,high,A fuzzy 0.98; B align match; entry=bl; callgraph 4/5; opsim=0.99
0x08011338,64,snled27351_set_color,agreed,high,"A exact 1.00; B align match; entry=bl,ptr; callgraph 1/1; opsim=1.00; gcc13 ref agrees (snled27351_set_color)"
0x08011378,32,snled27351_set_color_all,agreed,high,A exact 1.00; B align match; entry=ptr; callgraph 1/1; opsim=0.97; gcc13 ref agrees (snled27351_set_color_all)
0x08011398,180,snled27351_set_led_control_register,agreed,high,B align match; entry=bl; callgraph 1/1; opsim=0.70; gcc13 ref agrees (snled27351_set_led_control_register); A caller-vote agrees (snled27351_set_led_control_register)
0x0801144C,52,snled27351_update_pwm_buffers,agreed,medium,A fuzzy-anchored 0.52; B align match; entry=bl; callgraph 2/2; opsim=0.69
0x08011480,48,snled27351_update_led_control_registers,agreed,medium,B align match; entry=bl; callgraph 2/2; opsim=0.85; A caller-vote agrees (snled27351_update_led_control_registers)
0x080114B0,76,snled27351_init_drivers,agreed,high,A fuzzy 0.90; B align match; entry=ptr; callgraph 5/5; opsim=0.93
0x080114FC,20,snled27351_flush,agreed,high,A exact 1.00; B align match; entry=ptr; callgraph 1/1; opsim=0.92
0x08011510,12,snled27351_shutdown,agreed,high,A exact 1.00; B align match; entry=ptr; opsim=1.00
0x0801151C,12,snled27351_exit_shutdown,agreed,high,A exact 1.00; B align match; entry=ptr; opsim=1.00
0x08011528,8,handleKeycodeRGB,agreed,high,A exact 1.00; B align match; entry=bl; callgraph 1/1; opsim=0.86
0x08011530,192,process_rgb,agreed,high,A exact 1.00; B align match; entry=bl; callgraph 5/5; opsim=1.00; gcc13 ref agrees (process_rgb)
0x080115F0,112,fnv_64a_buf,agreed,high,A exact 1.00; B align match; entry=bl; callgraph 2/2; opsim=1.00; gcc13 ref agrees (fnv_64a_buf)
0x08011660,8,encoder_wait_pullup_charge,agreed,high,A exact 1.00; B align match; entry=bl; callgraph 1/1; opsim=1.00
0x08011668,104,encoder_init,agreed,high,A fuzzy-anchored 0.83; B align match; entry=bl; callgraph 3/3; opsim=0.92; gcc13 ref agrees (encoder_init)
0x080116D0,372,encoder_read,agreed,high,A fuzzy 0.91; B align match; entry=bl; callgraph 4/4; opsim=0.97
0x08011844,76,encoder_inerrupt_read,B-only,high,B align match; opsim=0.96; gcc13 ref agrees (encoder_inerrupt_read)
0x08011890,4,dip_switch_update_mask_user,agreed,high,A exact-ambiguous 1.00; B align match; entry=bl; callgraph 1/1; opsim=1.00
0x08011894,8,dip_switch_update_mask_kb,agreed,high,A exact-ambiguous 1.00; B align match; entry=bl; callgraph 2/2; opsim=1.00
0x0801189C,60,dip_switch_read,agreed,high,A fuzzy-anchored 0.75; B align match; entry=bl; callgraph 3/3; opsim=0.86
0x080118D8,28,dip_switch_init,agreed,high,A exact 1.00; B align match; entry=bl; callgraph 3/3; opsim=1.00
0x080118F4,76,process_leader,B-only,high,"B merge label 'process_leader+leader_start_user': the ref's 2-B leader_start_user stub follows process_leader in process_leader.o; in the dump leader_start_user is the user's 10-B function at 0x0800CDF4, so this row is process_leader alone (calls leader_sequence_add, leader_reset_timer 0x080119F8 -> LEADER_PER_KEY_TIMING)."
0x08011940,60,leader_start,agreed,high,A exact 1.00; B align match; entry=bl; callgraph 2/2; opsim=1.00; gcc13 ref agrees (leader_start)
0x0801197C,20,leader_end,agreed,high,A exact 1.00; B align match; entry=bl; callgraph 2/2; opsim=1.00; gcc13 ref agrees (leader_end)
0x08011990,12,leader_sequence_active,agreed,high,A exact-ambiguous 1.00 (ambiguous set resolved by B link-order/callgraph); B align match; entry=bl; callgraph 1/1; opsim=1.00
0x0801199C,36,leader_sequence_add,agreed,high,A exact 1.00; B align match; entry=bl; callgraph 1/1; opsim=1.00; gcc13 ref agrees (leader_sequence_add)
0x080119C0,28,leader_sequence_timed_out,agreed,medium,A fuzzy-anchored 0.82; B align match; entry=bl; callgraph 3/3; opsim=0.80
0x080119DC,28,leader_task,agreed,high,A exact 1.00; B align match; entry=bl; callgraph 2/2; opsim=1.00; gcc13 ref agrees (leader_task)
0x080119F8,16,leader_reset_timer,conflict,high,"A ambiguous {default_layer_state_set|layer_state_set} vs B leader_reset_timer. Body 'push {r3,lr}; bl 0x08012574 (timer_read); ldr r3,=0x20002006; strh r0,[r3]; pop' and 0x20002006 is the halfword leader_start@0x08011950-0x08011956 writes (leader_time). A itself places default_layer_state_set at 0x0800DBD0 and layer_state_set at 0x0800DC24. Resolved: B (function exists because LEADER_PER_KEY_TIMING is defined)."
0x08011A08,52,leader_sequence_is,agreed,high,A exact 1.00; B align match; entry=bl; callgraph 2/2; opsim=1.00; gcc13 ref agrees (leader_sequence_is)
0x08011A3C,20,leader_sequence_one_key,B-only,high,B align match; entry=bl; callgraph 2/2; opsim=0.88; gcc13 ref agrees (leader_sequence_one_key)
0x08011A50,18,leader_sequence_two_keys,agreed,high,A fuzzy 0.86; B align match; entry=bl; callgraph 2/2; opsim=0.86
0x08011A62,42,times_inv_sqrt2,agreed,high,B align match; entry=bl; callgraph 0/1; opsim=0.81; gcc13 ref agrees (times_inv_sqrt2); A caller-vote agrees (times_inv_sqrt2)
0x08011A8C,136,move_unit,agreed,medium,B align match; entry=bl; callgraph 1/3; opsim=0.30; A caller-vote agrees (move_unit)
0x08011B14,112,wheel_unit,agreed,medium,B align match; entry=bl; callgraph 1/3; opsim=0.30; A caller-vote agrees (wheel_unit)
0x08011B84,196,mousekey_on,agreed,medium,A fuzzy-anchored 0.71; B align match; entry=bl; callgraph 5/6; opsim=0.83
0x08011C48,288,mousekey_off,agreed,high,A fuzzy-anchored 0.75; B align match; entry=bl; callgraph 3/3; opsim=0.94
0x08011D68,56,mousekey_send,agreed,high,A fuzzy-anchored 0.65; B align match; entry=bl; callgraph 2/3; opsim=0.65; gcc13 ref agrees (mousekey_send)
0x08011DA0,44,mousekey_clear,agreed,high,A exact 1.00; B align match; entry=bl; callgraph 2/2; opsim=1.00; gcc13 ref agrees (mousekey_clear)
0x08011DCC,36,should_mousekey_report_send,agreed,high,B align match; entry=bl; callgraph 0/1; opsim=0.96; gcc13 ref agrees (should_mousekey_report_send); A caller-vote agrees (should_mousekey_report_send)
0x08011DF0,412,mousekey_task,agreed,medium,"A fuzzy 0.86; B align VERIFIED by call position: 7th BL of keyboard_task (dump 0x0800e7b8, opsim 0.95,"
0x08011F8C,6,_process_tap_dance_action_fn,agreed,high,A exact 1.00; B align match; entry=bl; callgraph 3/3; opsim=1.00
0x08011F92,38,process_tap_dance_action_on_reset,agreed,high,A exact 1.00; B align match; entry=bl; callgraph 5/5; opsim=0.97
0x08011FB8,72,process_tap_dance_action_on_dance_finished,agreed,high,A exact 1.00; B align match; entry=bl; callgraph 5/5; opsim=1.00
0x08012000,64,preprocess_tap_dance,agreed,high,A fuzzy 0.93; B align match; entry=bl; callgraph 3/3; opsim=0.96
0x08012040,144,process_tap_dance,agreed,high,A exact 1.00; B align match; entry=bl; callgraph 7/7; opsim=1.00
0x080120D0,80,tap_dance_task,agreed,medium,A fuzzy-anchored 0.51; B align match; entry=bl; callgraph 2/3; opsim=0.83
0x08012120,12,host_set_driver,agreed,high,A exact-ambiguous 1.00; B align match; entry=bl; callgraph 2/2; opsim=1.00
0x0801212C,12,host_get_driver,agreed,high,A exact 1.00; B align match; entry=bl; callgraph 1/1; opsim=1.00
0x08012138,16,host_keyboard_leds,agreed,high,A exact 1.00; B align match; entry=bl; callgraph 4/4; opsim=1.00; gcc13 ref agrees (host_keyboard_leds)
0x08012148,8,host_keyboard_led_state,agreed,high,A exact-ambiguous 1.00; B align match; entry=bl; callgraph 3/3; opsim=1.00
0x08012150,16,host_keyboard_send,agreed,high,A exact 1.00; B align match; opsim=1.00; gcc13 ref agrees (host_keyboard_send)
0x08012160,20,host_nkro_send,agreed,high,A fuzzy-anchored 0.86; B align match; opsim=1.00; gcc13 ref agrees (host_nkro_send)
0x08012174,20,host_mouse_send,agreed,high,A fuzzy 1.00; B align match; opsim=1.00; gcc13 ref agrees (host_mouse_send)
0x08012188,48,host_system_send,agreed,high,A exact 1.00; B align match; entry=bl; callgraph 3/3; opsim=1.00; gcc13 ref agrees (host_system_send)
0x080121B8,48,host_consumer_send,agreed,high,A exact 1.00; B align match; entry=bl; callgraph 3/3; opsim=1.00; gcc13 ref agrees (host_consumer_send)
0x080121E8,80,has_anykey,agreed,high,B align match; entry=bl; callgraph 1/1; opsim=0.58; gcc13 ref agrees (has_anykey); A caller-vote agrees (has_anykey)
0x08012238,100,is_key_pressed,agreed,high,B align match; entry=bl; callgraph 1/1; opsim=0.47; gcc13 ref agrees (is_key_pressed); A caller-vote agrees (is_key_pressed)
0x0801229C,44,add_key_byte,agreed,high,A exact 1.00; B align match; opsim=1.00; gcc13 ref agrees (add_key_byte)
0x080122C8,24,del_key_byte,agreed,high,A exact 1.00; B align match; opsim=1.00; gcc13 ref agrees (del_key_byte)
0x080122E0,26,add_key_bit,agreed,high,A fuzzy-anchored 0.64; B align match; opsim=0.67; gcc13 ref agrees (add_key_bit)
0x080122FA,34,del_key_bit,agreed,high,A fuzzy-anchored 0.92; B align match; opsim=0.85; gcc13 ref agrees (del_key_bit)
0x0801231C,52,add_key_to_report,agreed,high,A exact-ambiguous 1.00; B align match; entry=bl; callgraph 1/1; opsim=1.00
0x08012350,52,del_key_from_report,agreed,high,A exact-ambiguous 1.00; B align match; entry=bl; callgraph 2/2; opsim=1.00
0x08012384,56,clear_keys_from_report,agreed,high,A exact 1.00; B align match; entry=bl; callgraph 2/2; opsim=1.00; gcc13 ref agrees (clear_keys_from_report)
0x080123BC,72,has_mouse_report_changed,agreed,high,A exact 1.00; B align match; entry=bl; callgraph 0/1; opsim=1.00; gcc13 ref agrees (has_mouse_report_changed)
0x08012404,2,notify_usb_device_state_change_user,agreed,high,A exact-ambiguous 1.00; B align match; entry=bl; callgraph 1/1; opsim=1.00
0x08012406,10,notify_usb_device_state_change_kb,agreed,high,A exact-ambiguous 1.00; B align match; entry=bl; callgraph 4/4; opsim=0.86
0x08012410,20,usb_device_state_set_configuration,agreed,high,A exact 1.00; B align match; entry=bl; callgraph 2/2; opsim=1.00; gcc13 ref agrees (usb_device_state_set_configuration)
0x08012424,20,usb_device_state_set_suspend,agreed,high,A exact 1.00; B align match; entry=bl; callgraph 2/2; opsim=1.00; gcc13 ref agrees (usb_device_state_set_suspend)
0x08012438,4,usb_device_state_set_resume,B-only,high,B align match; entry=bl; callgraph 1/1; opsim=1.00
0x0801243C,20,usb_device_state_set_reset,agreed,high,A exact 1.00; B align match; entry=bl; callgraph 2/2; opsim=1.00; gcc13 ref agrees (usb_device_state_set_reset)
0x08012450,4,usb_device_state_init,agreed,high,A exact-ambiguous 1.00; B align match; opsim=1.00
0x08012454,2,matrix_power_up,agreed,high,A exact-ambiguous 1.00; B align match; entry=bl; callgraph 1/1; opsim=1.00
0x08012456,2,matrix_power_down,agreed,high,A exact-ambiguous 1.00; B align match; entry=bl; callgraph 1/1; opsim=1.00
0x08012458,2,suspend_power_down_user,agreed,high,A exact-ambiguous 1.00; B align match; entry=bl; callgraph 1/1; opsim=1.00
0x0801245A,8,suspend_power_down_kb,agreed,high,A exact-ambiguous 1.00; B align match; entry=bl; callgraph 2/2; opsim=1.00
0x08012462,2,suspend_wakeup_init_user,agreed,high,A exact-ambiguous 1.00; B align match; entry=bl; callgraph 1/1; opsim=1.00
0x08012464,8,suspend_wakeup_init_kb,agreed,high,A exact-ambiguous 1.00; B align match; callgraph 1/1; opsim=1.00
0x0801246C,36,suspend_wakeup_condition,agreed,high,A exact 1.00; B align match; entry=bl; callgraph 5/5; opsim=1.00
0x08012490,14,platform_setup,agreed,high,A exact-ambiguous 1.00; B align match; entry=bl; callgraph 2/2; opsim=1.00
0x0801249E,18,suspend_power_down,agreed,high,A exact 1.00; B align match; entry=bl; callgraph 2/2; opsim=1.00; gcc13 ref agrees (suspend_power_down)
0x080124B0,40,suspend_wakeup_init,agreed,high,A exact 1.00; B align match; entry=bl; callgraph 7/7; opsim=0.96
0x080124D8,44,timer_clear,agreed,high,A exact 1.00; B align match; callgraph 1/1; opsim=1.00; gcc13 ref agrees (timer_clear)
0x08012504,4,timer_init,agreed,high,A exact-ambiguous 1.00; B align match; entry=bl; callgraph 1/1; opsim=1.00
0x08012508,108,timer_read32,agreed,high,A fuzzy-anchored 0.93; B align match; entry=bl; callgraph 32/32; opsim=0.91; gcc13 ref agrees (timer_read32)
0x08012574,10,timer_read,agreed,high,A exact 1.00; B align match; entry=bl; callgraph 8/9; opsim=1.00
0x0801257E,14,timer_elapsed,agreed,high,A exact 1.00; B align match; entry=bl; callgraph 5/7; opsim=1.00
0x0801258C,12,timer_elapsed32,agreed,high,A exact-ambiguous 1.00; B align match; entry=bl; callgraph 16/16; opsim=1.00
0x08012598,36,__NVIC_SystemReset,agreed,high,A exact 1.00; B align match; entry=bl; callgraph 2/2; opsim=1.00; gcc13 ref agrees (__NVIC_SystemReset)
0x080125BC,16,bootloader_marker_enable,agreed,high,A exact 1.00; B align match; entry=bl; callgraph 1/1; opsim=1.00
0x080125CC,24,bootloader_marker_active,agreed,high,A exact 1.00; B align match; entry=bl; callgraph 1/1; opsim=1.00; gcc13 ref agrees (bootloader_marker_active)
0x080125E4,12,bootloader_marker_disable,agreed,high,A exact-ambiguous 1.00; B align match; entry=bl; callgraph 1/1; opsim=1.00
0x080125F0,10,bootloader_jump,agreed,high,A exact 1.00; B align match; callgraph 2/2; opsim=1.00
0x080125FA,6,mcu_reset,agreed,high,A exact 1.00; B align match; callgraph 1/1; opsim=1.00
0x08012600,116,enter_bootloader_mode_if_requested,agreed,high,A exact 1.00; B align match; callgraph 2/2; opsim=1.00; gcc13 ref agrees (enter_bootloader_mode_if_requested)
0x08012674,116,spi_init,agreed,high,A exact 1.00; B align match; entry=bl; callgraph 4/4; opsim=1.00
0x080126E8,220,spi_start,agreed,high,A exact 1.00; B align match; entry=bl; callgraph 4/4; opsim=1.00
0x080127C4,20,spi_transmit,agreed,high,A exact 1.00; B align match; entry=bl; callgraph 2/2; opsim=1.00; gcc13 ref agrees (spi_transmit)
0x080127D8,36,spi_stop,agreed,high,A exact 1.00; B align match; entry=bl; callgraph 3/3; opsim=1.00; gcc13 ref agrees (spi_stop)
0x080127FC,4,dummy_cb,agreed,medium,A exact-ambiguous 1.00 (ambiguous set resolved by B link-order/callgraph); B align match; entry=ptr; opsim=0.67
0x08012800,276,usb_requests_hook_cb,B-only,high,B align match; entry=ptr; opsim=0.97; gcc13 ref agrees (usb_requests_hook_cb)
0x08012914,68,usb_get_descriptor_cb,agreed,high,A exact 1.00; B align match; entry=ptr; callgraph 1/1; opsim=1.00
0x08012958,52,set_led_transfer_cb,agreed,high,A exact 1.00; B align match; entry=ptr; opsim=1.00; gcc13 ref agrees (set_led_transfer_cb)
0x0801298C,40,usb_event_queue_enqueue.isra.0,agreed,high,A exact 1.00; B align match; entry=bl; callgraph 1/1; opsim=1.00; gcc13 ref agrees (usb_event_queue_enqueue.isra.0)
0x080129B4,192,usb_event_cb,agreed,high,A exact 1.00; B align match; entry=ptr; callgraph 7/7; opsim=1.00
0x08012A74,36,usb_event_queue_init,agreed,high,A exact 1.00; B align match; entry=bl; callgraph 2/2; opsim=1.00; gcc13 ref agrees (usb_event_queue_init)
0x08012A98,184,usb_event_queue_task,agreed,high,A fuzzy-anchored 0.73; B align match; callgraph 5/5; opsim=0.95
